   -3.00000000   -3.46410162    0.00000000   -1.69378723    0.00013101    1.00000000  -12.00000000   -6.92820323   -0.00000000
   -9.50000000   -2.59807621    0.00000000   -0.33817214    1.14954072    1.00000000  -12.00000000   -6.92820323   -0.00000000
   -8.50000000   -2.59807621    0.00000000   -0.52411394    2.04689666    1.00000000  -12.00000000   -6.92820323   -0.00000000
   -7.50000000   -2.59807621    0.00000000   -1.04769791    2.59710929    1.00000000  -12.00000000   -6.92820323   -0.00000000
   -6.50000000   -2.59807621    0.00000000   -2.09385653    2.59712333    1.00000000  -12.00000000   -6.92820323   -0.00000000
   -5.50000000   -2.59807621    0.00000000   -2.61746592    2.04693025    1.00000000  -12.00000000   -6.92820323   -0.00000000
   -4.50000000   -2.59807621    0.00000000   -2.80341575    1.14958208    1.00000000  -12.00000000   -6.92820323   -0.00000000
   -3.50000000   -2.59807621    0.00000000   -2.78400327    0.34140411    1.00000000  -12.00000000   -6.92820323   -0.00000000
   -2.50000000   -2.59807621    0.00000000   -0.35760556    0.34137457    1.00000000  -12.00000000   -6.92820323   -0.00000000
   -9.00000000   -1.73205081    0.00000000   -0.70967196    1.14918131    1.00000000  -12.00000000   -6.92820323   -0.00000000
   -8.00000000   -1.73205081    0.00000000   -1.04744703    1.79580965    1.00000000  -12.00000000   -6.92820323   -0.00000000
   -7.00000000   -1.73205081    0.00000000   -1.57078355    2.04645667    1.00000000  -12.00000000   -6.92820323   -0.00000000
   -6.00000000   -1.73205081    0.00000000   -2.09412658    1.79583111    1.00000000  -12.00000000   -6.92820323   -0.00000000
   -5.00000000   -1.73205081    0.00000000   -2.43190940    1.14921374    1.00000000  -12.00000000   -6.92820323   -0.00000000
   -4.00000000   -1.73205081    0.00000000   -2.61782589    0.48376226    1.00000000  -12.00000000   -6.92820323   -0.00000000
   -3.00000000   -1.73205081    0.00000000   -1.57089534    0.08801322    1.00000000  -12.00000000   -6.92820323   -0.00000000
   -2.00000000   -1.73205081    0.00000000   -0.52376269    0.48373754    1.00000000  -12.00000000   -6.92820323   -0.00000000
   -8.50000000   -0.86602540    0.00000000   -1.04737984    0.79438529    1.00000000  -12.00000000   -6.92820323   -0.00000000
   -7.50000000   -0.86602540    0.00000000   -1.38508112    1.14887345    1.00000000  -12.00000000   -6.92820323   -0.00000000
   -6.50000000   -0.86602540    0.00000000   -1.75649549    1.14888236    1.00000000  -12.00000000   -6.92820323   -0.00000000
   -5.50000000   -0.86602540    0.00000000   -2.09419890    0.79440563    1.00000000  -12.00000000   -6.92820323   -0.00000000
   -4.50000000   -0.86602540    0.00000000   -2.45175043    0.34091144    1.00000000  -12.00000000   -6.92820323   -0.00000000
   -3.50000000   -0.86602540    0.00000000    2.61400550    0.08814874    1.00000000  -12.00000000   -6.92820323   -0.00000000
   -2.50000000   -0.86602540    0.00000000    0.52768616    0.08814553    1.00000000  -12.00000000   -6.92820323   -0.00000000
   -1.50000000   -0.86602540    0.00000000   -0.68982032    0.34089383    1.00000000  -12.00000000   -6.92820323   -0.00000000
   -8.00000000    0.00000000    0.00000000   -1.40493568    0.34081957    1.00000000   -8.00000000    0.00000000    0.00000000
   -7.00000000    0.00000000    0.00000000   -1.57079226    0.48341386    1.00000000   -8.00000000    0.00000000    0.00000000
   -6.00000000    0.00000000    0.00000000   -1.73665133    0.34083150    1.00000000   -8.00000000    0.00000000    0.00000000
   -5.00000000    0.00000000    0.00000000    0.94350290    0.00065115    1.00000000   -8.00000000    0.00000000    0.00000000
   -4.00000000    0.00000000    0.00000000    1.40390184    0.34210238    1.00000000   -8.00000000    0.00000000    0.00000000
   -3.00000000    0.00000000    0.00000000    1.57079225    0.48475929    1.00000000   -8.00000000    0.00000000    0.00000000
   -2.00000000    0.00000000    0.00000000    1.73768509    0.34211432    1.00000000   -8.00000000    0.00000000    0.00000000
   -1.00000000    0.00000000    0.00000000    2.18846194    0.00066667    1.00000000   -8.00000000    0.00000000    0.00000000
   -7.50000000    0.86602540    0.00000000   -2.62208208    0.08806013    1.00000000   -8.00000000    0.00000000    0.00000000
   -6.50000000    0.86602540    0.00000000   -0.51960953    0.08805683    1.00000000   -8.00000000    0.00000000    0.00000000
   -5.50000000    0.86602540    0.00000000    0.69010533    0.34202198    1.00000000   -8.00000000    0.00000000    0.00000000
   -4.50000000    0.86602540    0.00000000    1.04700131    0.79604532    1.00000000   -8.00000000    0.00000000    0.00000000
   -3.50000000    0.86602540    0.00000000    1.38490355    1.15088074    1.00000000   -8.00000000    0.00000000    0.00000000
   -2.50000000    0.86602540    0.00000000    1.75667305    1.15088967    1.00000000   -8.00000000    0.00000000    0.00000000
   -1.50000000    0.86602540    0.00000000    2.09457742    0.79606567    1.00000000   -8.00000000    0.00000000    0.00000000
   -0.50000000    0.86602540    0.00000000    2.45146552    0.34203961    1.00000000   -8.00000000    0.00000000    0.00000000
   -7.00000000    1.73205081    0.00000000    1.57089529    0.08819053    1.00000000   -8.00000000    0.00000000    0.00000000
   -6.00000000    1.73205081    0.00000000    0.52343042    0.48441025    1.00000000   -8.00000000    0.00000000    0.00000000
   -5.00000000    1.73205081    0.00000000    0.70910601    1.15054891    1.00000000   -8.00000000    0.00000000    0.00000000
   -4.00000000    1.73205081    0.00000000    1.04692878    1.79756090    1.00000000   -8.00000000    0.00000000    0.00000000
   -3.00000000    1.73205081    0.00000000    1.57078353    2.04828414    1.00000000   -8.00000000    0.00000000    0.00000000
   -2.00000000    1.73205081    0.00000000    2.09464482    1.79758237    1.00000000   -8.00000000    0.00000000    0.00000000
   -1.00000000    1.73205081    0.00000000    2.43247536    1.15058136    1.00000000   -8.00000000    0.00000000    0.00000000
    0.00000000    1.73205081    0.00000000    2.61815817    0.48443500    1.00000000   -8.00000000    0.00000000    0.00000000
   -6.50000000    2.59807621    0.00000000    0.35685671    0.34152921    1.00000000   -8.00000000    0.00000000    0.00000000
   -5.50000000    2.59807621    0.00000000    0.33742863    1.15018041    1.00000000   -8.00000000    0.00000000    0.00000000
   -4.50000000    2.59807621    0.00000000    0.52307051    2.04781039    1.00000000   -8.00000000    0.00000000    0.00000000
   -3.50000000    2.59807621    0.00000000    1.04665801    2.59825530    1.00000000   -8.00000000    0.00000000    0.00000000
   -2.50000000    2.59807621    0.00000000    2.09489639    2.59826935    1.00000000   -8.00000000    0.00000000    0.00000000
   -1.50000000    2.59807621    0.00000000    2.61850937    2.04784399    1.00000000   -8.00000000    0.00000000    0.00000000
   -0.50000000    2.59807621    0.00000000    2.80415927    1.15022178    1.00000000   -8.00000000    0.00000000    0.00000000
    0.50000000    2.59807621    0.00000000    2.78475210    0.34155877    1.00000000   -8.00000000    0.00000000    0.00000000
   -6.00000000    3.46410162    0.00000000   -0.00037853    0.79520490    1.00000000   -8.00000000    0.00000000    0.00000000
   -5.00000000    3.46410162    0.00000000   -0.00051824    1.79667446    1.00000000   -8.00000000    0.00000000    0.00000000
   -4.00000000    3.46410162    0.00000000   -0.00103986    2.59767512    1.00000000   -8.00000000    0.00000000    0.00000000
   -3.00000000    3.46410162    0.00000000   -1.54957145    3.14107445    1.00000000   -8.00000000    0.00000000    0.00000000
   -2.00000000    3.46410162    0.00000000   -3.14055275    2.59770321    1.00000000   -8.00000000    0.00000000    0.00000000
   -1.00000000    3.46410162    0.00000000   -3.14107440    1.79671738    1.00000000   -8.00000000    0.00000000    0.00000000
    0.00000000    3.46410162    0.00000000   -3.14121413    0.79524559    1.00000000   -8.00000000    0.00000000    0.00000000
    1.00000000    3.46410162    0.00000000   -1.69378723    0.00013101    1.00000000   -8.00000000    0.00000000    0.00000000
   -5.50000000    4.33012702    0.00000000   -0.33817214    1.14954072    1.00000000   -8.00000000    0.00000000    0.00000000
   -4.50000000    4.33012702    0.00000000   -0.52411394    2.04689666    1.00000000   -8.00000000    0.00000000    0.00000000
   -3.50000000    4.33012702    0.00000000   -1.04769791    2.59710929    1.00000000   -8.00000000    0.00000000    0.00000000
   -2.50000000    4.33012702    0.00000000   -2.09385653    2.59712333    1.00000000   -8.00000000    0.00000000    0.00000000
   -1.50000000    4.33012702    0.00000000   -2.61746592    2.04693025    1.00000000   -8.00000000    0.00000000    0.00000000
   -0.50000000    4.33012702    0.00000000   -2.80341575    1.14958208    1.00000000   -8.00000000    0.00000000    0.00000000
    0.50000000    4.33012702    0.00000000   -2.78400327    0.34140411    1.00000000   -8.00000000    0.00000000    0.00000000
    1.50000000    4.33012702    0.00000000   -0.35760556    0.34137457    1.00000000   -8.00000000    0.00000000    0.00000000
   -5.00000000    5.19615242    0.00000000   -0.70967196    1.14918131    1.00000000   -8.00000000    0.00000000    0.00000000
   -4.00000000    5.19615242    0.00000000   -1.04744703    1.79580965    1.00000000   -8.00000000    0.00000000    0.00000000
   -3.00000000    5.19615242    0.00000000   -1.57078355    2.04645667    1.00000000   -8.00000000    0.00000000    0.00000000
   -2.00000000    5.19615242    0.00000000   -2.09412658    1.79583111    1.00000000   -8.00000000    0.00000000    0.00000000
   -1.00000000    5.19615242    0.00000000   -2.43190940    1.14921374    1.00000000   -8.00000000    0.00000000    0.00000000
    0.00000000    5.19615242    0.00000000   -2.61782589    0.48376226    1.00000000   -8.00000000    0.00000000    0.00000000
    1.00000000    5.19615242    0.00000000   -1.57089534    0.08801322    1.00000000   -8.00000000    0.00000000    0.00000000
    2.00000000    5.19615242    0.00000000   -0.52376269    0.48373754    1.00000000   -8.00000000    0.00000000    0.00000000
   -4.50000000    6.06217783    0.00000000   -1.04737984    0.79438529    1.00000000   -8.00000000    0.00000000    0.00000000
   -3.50000000    6.06217783    0.00000000   -1.38508112    1.14887345    1.00000000   -8.00000000    0.00000000    0.00000000
   -2.50000000    6.06217783    0.00000000   -1.75649549    1.14888236    1.00000000   -8.00000000    0.00000000    0.00000000
   -1.50000000    6.06217783    0.00000000   -2.09419890    0.79440563    1.00000000   -8.00000000    0.00000000    0.00000000
   -0.50000000    6.06217783    0.00000000   -2.45175043    0.34091144    1.00000000   -8.00000000    0.00000000    0.00000000
    0.50000000    6.06217783    0.00000000    2.61400550    0.08814874    1.00000000   -8.00000000    0.00000000    0.00000000
    1.50000000    6.06217783    0.00000000    0.52768616    0.08814553    1.00000000   -8.00000000    0.00000000    0.00000000
    2.50000000    6.06217783    0.00000000   -0.68982032    0.34089383    1.00000000   -8.00000000    0.00000000    0.00000000
   -4.00000000    6.92820323    0.00000000   -1.40493568    0.34081957    1.00000000   -4.00000000    6.92820323    0.00000000
   -3.00000000    6.92820323    0.00000000   -1.57079226    0.48341386    1.00000000   -4.00000000    6.92820323    0.00000000
   -2.00000000    6.92820323    0.00000000   -1.73665133    0.34083150    1.00000000   -4.00000000    6.92820323    0.00000000
   -1.00000000    6.92820323    0.00000000    0.94350290    0.00065115    1.00000000   -4.00000000    6.92820323    0.00000000
    0.00000000    6.92820323    0.00000000    1.40390184    0.34210238    1.00000000   -4.00000000    6.92820323    0.00000000
    1.00000000    6.92820323    0.00000000    1.57079225    0.48475929    1.00000000   -4.00000000    6.92820323    0.00000000
    2.00000000    6.92820323    0.00000000    1.73768509    0.34211432    1.00000000   -4.00000000    6.92820323    0.00000000
    3.00000000    6.92820323    0.00000000    2.18846194    0.00066667    1.00000000   -4.00000000    6.92820323    0.00000000
   -3.50000000    7.79422863    0.00000000   -2.62208208    0.08806013    1.00000000   -4.00000000    6.92820323    0.00000000
   -2.50000000    7.79422863    0.00000000   -0.51960953    0.08805683    1.00000000   -4.00000000    6.92820323    0.00000000
   -1.50000000    7.79422863    0.00000000    0.69010533    0.34202198    1.00000000   -4.00000000    6.92820323    0.00000000
   -0.50000000    7.79422863    0.00000000    1.04700131    0.79604532    1.00000000   -4.00000000    6.92820323    0.00000000
    0.50000000    7.79422863    0.00000000    1.38490355    1.15088074    1.00000000   -4.00000000    6.92820323    0.00000000
    1.50000000    7.79422863    0.00000000    1.75667305    1.15088967    1.00000000   -4.00000000    6.92820323    0.00000000
    2.50000000    7.79422863    0.00000000    2.09457742    0.79606567    1.00000000   -4.00000000    6.92820323    0.00000000
    3.50000000    7.79422863    0.00000000    2.45146552    0.34203961    1.00000000   -4.00000000    6.92820323    0.00000000
   -3.00000000    8.66025404    0.00000000    1.57089529    0.08819053    1.00000000   -4.00000000    6.92820323    0.00000000
   -2.00000000    8.66025404    0.00000000    0.52343042    0.48441025    1.00000000   -4.00000000    6.92820323    0.00000000
   -1.00000000    8.66025404    0.00000000    0.70910601    1.15054891    1.00000000   -4.00000000    6.92820323    0.00000000
    0.00000000    8.66025404    0.00000000    1.04692878    1.79756090    1.00000000   -4.00000000    6.92820323    0.00000000
    1.00000000    8.66025404    0.00000000    1.57078353    2.04828414    1.00000000   -4.00000000    6.92820323    0.00000000
    2.00000000    8.66025404    0.00000000    2.09464482    1.79758237    1.00000000   -4.00000000    6.92820323    0.00000000
    3.00000000    8.66025404    0.00000000    2.43247536    1.15058136    1.00000000   -4.00000000    6.92820323    0.00000000
    4.00000000    8.66025404    0.00000000    2.61815817    0.48443500    1.00000000   -4.00000000    6.92820323    0.00000000
   -2.50000000    9.52627944    0.00000000    0.35685671    0.34152921    1.00000000   -4.00000000    6.92820323    0.00000000
   -1.50000000    9.52627944    0.00000000    0.33742863    1.15018041    1.00000000   -4.00000000    6.92820323    0.00000000
   -0.50000000    9.52627944    0.00000000    0.52307051    2.04781039    1.00000000   -4.00000000    6.92820323    0.00000000
    0.50000000    9.52627944    0.00000000    1.04665801    2.59825530    1.00000000   -4.00000000    6.92820323    0.00000000
    1.50000000    9.52627944    0.00000000    2.09489639    2.59826935    1.00000000   -4.00000000    6.92820323    0.00000000
    2.50000000    9.52627944    0.00000000    2.61850937    2.04784399    1.00000000   -4.00000000    6.92820323    0.00000000
    3.50000000    9.52627944    0.00000000    2.80415927    1.15022178    1.00000000   -4.00000000    6.92820323    0.00000000
    4.50000000    9.52627944    0.00000000    2.78475210    0.34155877    1.00000000   -4.00000000    6.92820323    0.00000000
   -2.00000000   10.39230485    0.00000000   -0.00037853    0.79520490    1.00000000   -4.00000000    6.92820323    0.00000000
   -1.00000000   10.39230485    0.00000000   -0.00051824    1.79667446    1.00000000   -4.00000000    6.92820323    0.00000000
    0.00000000   10.39230485    0.00000000   -0.00103986    2.59767512    1.00000000   -4.00000000    6.92820323    0.00000000
    1.00000000   10.39230485    0.00000000   -1.54957145    3.14107445    1.00000000   -4.00000000    6.92820323    0.00000000
    2.00000000   10.39230485    0.00000000   -3.14055275    2.59770321    1.00000000   -4.00000000    6.92820323    0.00000000
    3.00000000   10.39230485    0.00000000   -3.14107440    1.79671738    1.00000000   -4.00000000    6.92820323    0.00000000
    4.00000000   10.39230485    0.00000000   -3.14121413    0.79524559    1.00000000   -4.00000000    6.92820323    0.00000000
    5.00000000   10.39230485    0.00000000   -1.69378723    0.00013101    1.00000000   -4.00000000    6.92820323    0.00000000
   -1.50000000   11.25833025    0.00000000   -0.33817214    1.14954072    1.00000000   -4.00000000    6.92820323    0.00000000
   -0.50000000   11.25833025    0.00000000   -0.52411394    2.04689666    1.00000000   -4.00000000    6.92820323    0.00000000
    0.50000000   11.25833025    0.00000000   -1.04769791    2.59710929    1.00000000   -4.00000000    6.92820323    0.00000000
    1.50000000   11.25833025    0.00000000   -2.09385653    2.59712333    1.00000000   -4.00000000    6.92820323    0.00000000
    2.50000000   11.25833025    0.00000000   -2.61746592    2.04693025    1.00000000   -4.00000000    6.92820323    0.00000000
    3.50000000   11.25833025    0.00000000   -2.80341575    1.14958208    1.00000000   -4.00000000    6.92820323    0.00000000
    4.50000000   11.25833025    0.00000000   -2.78400327    0.34140411    1.00000000   -4.00000000    6.92820323    0.00000000
    5.50000000   11.25833025    0.00000000   -0.35760556    0.34137457    1.00000000   -4.00000000    6.92820323    0.00000000
   -1.00000000   12.12435565    0.00000000   -0.70967196    1.14918131    1.00000000   -4.00000000    6.92820323    0.00000000
    0.00000000   12.12435565    0.00000000   -1.04744703    1.79580965    1.00000000   -4.00000000    6.92820323    0.00000000
    1.00000000   12.12435565    0.00000000   -1.57078355    2.04645667    1.00000000   -4.00000000    6.92820323    0.00000000
    2.00000000   12.12435565    0.00000000   -2.09412658    1.79583111    1.00000000   -4.00000000    6.92820323    0.00000000
    3.00000000   12.12435565    0.00000000   -2.43190940    1.14921374    1.00000000   -4.00000000    6.92820323    0.00000000
    4.00000000   12.12435565    0.00000000   -2.61782589    0.48376226    1.00000000   -4.00000000    6.92820323    0.00000000
    5.00000000   12.12435565    0.00000000   -1.57089534    0.08801322    1.00000000   -4.00000000    6.92820323    0.00000000
    6.00000000   12.12435565    0.00000000   -0.52376269    0.48373754    1.00000000   -4.00000000    6.92820323    0.00000000
   -0.50000000   12.99038106    0.00000000   -1.04737984    0.79438529    1.00000000   -4.00000000    6.92820323    0.00000000
    0.50000000   12.99038106    0.00000000   -1.38508112    1.14887345    1.00000000   -4.00000000    6.92820323    0.00000000
    1.50000000   12.99038106    0.00000000   -1.75649549    1.14888236    1.00000000   -4.00000000    6.92820323    0.00000000
    2.50000000   12.99038106    0.00000000   -2.09419890    0.79440563    1.00000000   -4.00000000    6.92820323    0.00000000
    3.50000000   12.99038106    0.00000000   -2.45175043    0.34091144    1.00000000   -4.00000000    6.92820323    0.00000000
    4.50000000   12.99038106    0.00000000    2.61400550    0.08814874    1.00000000   -4.00000000    6.92820323    0.00000000
    5.50000000   12.99038106    0.00000000    0.52768616    0.08814553    1.00000000   -4.00000000    6.92820323    0.00000000
    6.50000000   12.99038106    0.00000000   -0.68982032    0.34089383    1.00000000   -4.00000000    6.92820323    0.00000000
   -4.00000000   -6.92820323    0.00000000   -1.40493568    0.34081957    1.00000000   -4.00000000   -6.92820323    0.00000000
   -3.00000000   -6.92820323    0.00000000   -1.57079226    0.48341386    1.00000000   -4.00000000   -6.92820323    0.00000000
   -2.00000000   -6.92820323    0.00000000   -1.73665133    0.34083150    1.00000000   -4.00000000   -6.92820323    0.00000000
   -1.00000000   -6.92820323    0.00000000    0.94350290    0.00065115    1.00000000   -4.00000000   -6.92820323    0.00000000
    0.00000000   -6.92820323    0.00000000    1.40390184    0.34210238    1.00000000   -4.00000000   -6.92820323    0.00000000
    1.00000000   -6.92820323    0.00000000    1.57079225    0.48475929    1.00000000   -4.00000000   -6.92820323    0.00000000
    2.00000000   -6.92820323    0.00000000    1.73768509    0.34211432    1.00000000   -4.00000000   -6.92820323    0.00000000
    3.00000000   -6.92820323    0.00000000    2.18846194    0.00066667    1.00000000   -4.00000000   -6.92820323    0.00000000
   -3.50000000   -6.06217783    0.00000000   -2.62208208    0.08806013    1.00000000   -4.00000000   -6.92820323    0.00000000
   -2.50000000   -6.06217783    0.00000000   -0.51960953    0.08805683    1.00000000   -4.00000000   -6.92820323    0.00000000
   -1.50000000   -6.06217783    0.00000000    0.69010533    0.34202198    1.00000000   -4.00000000   -6.92820323    0.00000000
   -0.50000000   -6.06217783    0.00000000    1.04700131    0.79604532    1.00000000   -4.00000000   -6.92820323    0.00000000
    0.50000000   -6.06217783    0.00000000    1.38490355    1.15088074    1.00000000   -4.00000000   -6.92820323    0.00000000
    1.50000000   -6.06217783    0.00000000    1.75667305    1.15088967    1.00000000   -4.00000000   -6.92820323    0.00000000
    2.50000000   -6.06217783    0.00000000    2.09457742    0.79606567    1.00000000   -4.00000000   -6.92820323    0.00000000
    3.50000000   -6.06217783    0.00000000    2.45146552    0.34203961    1.00000000   -4.00000000   -6.92820323    0.00000000
   -3.00000000   -5.19615242    0.00000000    1.57089529    0.08819053    1.00000000   -4.00000000   -6.92820323    0.00000000
   -2.00000000   -5.19615242    0.00000000    0.52343042    0.48441025    1.00000000   -4.00000000   -6.92820323    0.00000000
   -1.00000000   -5.19615242    0.00000000    0.70910601    1.15054891    1.00000000   -4.00000000   -6.92820323    0.00000000
    0.00000000   -5.19615242    0.00000000    1.04692878    1.79756090    1.00000000   -4.00000000   -6.92820323    0.00000000
    1.00000000   -5.19615242    0.00000000    1.57078353    2.04828414    1.00000000   -4.00000000   -6.92820323    0.00000000
    2.00000000   -5.19615242    0.00000000    2.09464482    1.79758237    1.00000000   -4.00000000   -6.92820323    0.00000000
    3.00000000   -5.19615242    0.00000000    2.43247536    1.15058136    1.00000000   -4.00000000   -6.92820323    0.00000000
    4.00000000   -5.19615242    0.00000000    2.61815817    0.48443500    1.00000000   -4.00000000   -6.92820323    0.00000000
   -2.50000000   -4.33012702    0.00000000    0.35685671    0.34152921    1.00000000   -4.00000000   -6.92820323    0.00000000
   -1.50000000   -4.33012702    0.00000000    0.33742863    1.15018041    1.00000000   -4.00000000   -6.92820323    0.00000000
   -0.50000000   -4.33012702    0.00000000    0.52307051    2.04781039    1.00000000   -4.00000000   -6.92820323    0.00000000
    0.50000000   -4.33012702    0.00000000    1.04665801    2.59825530    1.00000000   -4.00000000   -6.92820323    0.00000000
    1.50000000   -4.33012702    0.00000000    2.09489639    2.59826935    1.00000000   -4.00000000   -6.92820323    0.00000000
    2.50000000   -4.33012702    0.00000000    2.61850937    2.04784399    1.00000000   -4.00000000   -6.92820323    0.00000000
    3.50000000   -4.33012702    0.00000000    2.80415927    1.15022178    1.00000000   -4.00000000   -6.92820323    0.00000000
    4.50000000   -4.33012702    0.00000000    2.78475210    0.34155877    1.00000000   -4.00000000   -6.92820323    0.00000000
